group,victim,attackdate,country,activity,sector,website,description
thegentlemen,UCPS,2026-04-04 22:44:51.662206,TH,Public Sector,,,"ucpsthai.com United Creation Packaging Solutions (Thailand) Co., Ltd (UCPS) is a leading large-scale integrated packaging and printing company based in Thailand, established in 1994. It is recognized as Asia's largest packaging company and holds the prestigious title of No. 1 in Forest and Paper Pro"
thegentlemen,GEM Terminal,2026-04-01 00:00:00.000000,TW,Technology,,,"gem.com.tw zoominfo.com/c/gem-terminal-industry-co-ltd/46452181 Gem Terminal Ind. Co., Ltd. is engaged in the manufacture and sale of terminals used for electronic communication, automobile transportation and electrical plugs. The Company also offers ceramic ferrules, bushings and modules. During th"
thegentlemen,Jati Tinggi,2026-03-26 09:29:57.000000,ID,Manufacturing,,,"jatitinggi.com zoominfo.com/c/jati-tinggi-holding-sdn-bhd/399353498 Jati Tinggi Group Berhad, founded in 2003 and headquartered in Cheras, Selangor, Malaysia, is a publicly listed infrastructure utilities engineering company (KLSE: JTGROUP). The company specialises in underground and overhead utilit"
thegentlemen,Sunspray Food,2026-03-26 09:22:40.000000,ZA,Agriculture and Food Production,,,"sunspray.co.za zoominfo.com/c/sunspray-food-ingredients-ltd/425184083 Sunspray Solutions (Pty) Ltd, founded in 1944 and headquartered in Johannesburg, South Africa, is the country's largest independent manufacturer of spray-dried food ingredients. The company operates 10 spray dryers across two manu"
thegentlemen,Cosmo Group,2026-03-26 09:19:25.000000,TH,Not Found,,,"cosmo.co.th zoominfo.com/c/cosmo-group-public-co/459326707 Cosmo Group PCL, founded in 1964 and headquartered in Bangkok (Sukhumvit), is a Thai luxury packaging manufacturer with over 60 years of experience. The company specializes in premium gift boxes, displays, watch dials, cases, and accessories"
thegentlemen,Sgt,2026-03-26 09:13:27.000000,FR,Business Services,,,"sgt-pet.com zoominfo.com/c/sgt/370244282 SGT founded in 1981 and based in France, is a specialist in PET and RPET packaging . The company designs and manufactures PET/RPET preforms (mono- and multi-layer), HDPE caps, and bottles for the beverage and industrial sectors . With over 200 employees, 26 i"
thegentlemen,Distritech,2026-03-23 09:39:49.000000,US,Not Found,,,"distritech.com zoominfo.com/c/distritech-llc/358799326 DISTRITECH LLC offers a wide range of consumer electronics and accessories, including audio and video equipment, computers, cameras, mobility devices, gaming products, wearables, smart home solutions, and home living items. The company targets t"
thegentlemen,Omikenshi,2026-03-23 09:38:22.000000,JP,Manufacturing,,,"omikenshi.co.jp zoominfo.com/c/omikenshi-co-ltd/372144961 Omikenshi specializes in the production of textiles, including cotton and yarn, as well as advanced processing technologies. The company also offers a range of lifestyle products, cosmetics, and software development services. Their intended c"
thegentlemen,Groupe Caddac,2026-03-21 11:54:52.000000,CA,Not Found,,,"groupe-caddac.com Groupe CADDAC is a French construction materials company founded in 1962, specializing in ready-mix concrete (RMC), prefabricated concrete elements, aggregates, and building materials. Headquartered in Donges, Pays de la Loire, the group operates 19 concrete plants along France's A"
thegentlemen,2LG Prod,2026-03-18 08:09:51.000000,FR,Not Found,,,"2lg-prod.com zoominfo.com/c/2lg-prod/532401614 2LG PROD S.r.l. is an Italian company specializing in the design and production of professional cleaning machines and floor maintenance equipment. They offer a wide range of products including scrubber dryers, sweepers, and vacuum cleaners for industria"
thegentlemen,GPAINNOVA,2026-03-18 08:08:14.000000,ES,Technology,,,"gpainnova.com zoominfo.com/c/gpainnova/467953270 GPAINNOVA is a leading tech company specializing in surface finishing machinery for metal polishing and medical device manufacturing. They are also known for their innovative power electronics and energy storage systems. With a strong global presence,"
thegentlemen,Kabelovna Kabex,2026-03-16 10:35:16.000000,CZ,Telecommunication,,,"kabex.cz rocketreach.co/kabelovna-kabex-as-profile_b5947399f662772e Kabelovna Kabex is a Czech special cable manufacturer founded in 1994 . The company specializes in cables for nuclear power plants (including LOCA-cables), hermetic cable penetrations, and power cables up to 30 kV . Kabex is a key s"
thegentlemen,ControlGMC,2026-03-12 21:58:58.000000,CA,Manufacturing,,,"controlgmc.com zoominfo.com/c/controlgmc/346496163 Control GMC specializes in designing and manufacturing fully automatic food packing machines and cup filling lines. Their versatile equipment is suitable for various food products, including sauces, cheeses, and salads, and can handle a wide range o"
thegentlemen,Sodimatel Fasteners,2026-03-09 09:45:36.000000,FR,Manufacturing,,,sodimatel.eu zoominfo.com/c/sodimatel-fasteners-sa/430245612 Sodimatel Fasteners provides business services. Contact them directly for more information about their offerings
thegentlemen,Nenplas,2026-03-09 09:42:14.000000,GB,Manufacturing,,,"nenplas.co.uk zoominfo.com/c/nenplas-ltd/1115375413 Nenplas is a leading UK manufacturer specializing in bespoke plastic extrusion products, offering a wide range of extruded and fabricated plastic profiles. With over 40 years of experience and more than 3,000 existing tools, they provide quick and "
thegentlemen,Malia Group,2026-03-06 19:14:46.000000,LB,Manufacturing,,,"maliagroup.com zoominfo.com/c/malia-group/347685476 Malia Group is a multifaceted organization comprising 21 companies that operate across six sectors, including consumer goods distribution, technology solutions, fashion, engineering and contracting, and hospitality and real estate. With a strong pr"
thegentlemen,Reanthong Partcenter,2026-03-04 12:16:27.000000,TH,Not Found,,,"rtvalve.com zoominfo.com/c/reanthong-partcenter-co-ltd/393312914 Reanthong Partcenter Co., Ltd. is a prominent manufacturer in Thailand specializing in LPG Cylinder Valves, Brass Fittings, and Gas Accessories with over 32 years of expertise. The company focuses on research and development, manufactu"
thegentlemen,Comtec 2000,2026-03-04 12:10:11.000000,RO,Not Found,,,"comtec-int.ro zoominfo.com/c/comtec-2000-inc/459031613 COMTEC 2000 INC specializes in high-quality electrical products and professional equipment for industrial applications, catering to the needs of demanding clients. Their offerings include a wide range of electrical devices, lighting solutions, a"
thegentlemen,Special Shapes Refractory,2026-03-01 17:28:54.000000,US,Manufacturing,,,"ssrco.com zoominfo.com/c/special-shapes-refractory-company-inc/1132759207 Special Shapes Refractory Company (SSRC) is a leader in providing high-quality precast shapes and monolithic materials primarily for the glass, steel, and other industrial manufacturers. They focus on minimizing downtime and e"
thegentlemen,Labtician Ophthalmics,2026-03-01 17:27:50.000000,CA,Healthcare,,,labtician.com zoominfo.com/c/labtician-ophthalmics-inc/139985585 Labtician Ophthalmics specializes in manufacturing and selling advanced surgical and therapeutic ophthalmology products. The company aims to enhance patients' visual health by providing effective tools and solutions for various eye con
thegentlemen,All India Minerals,2026-03-01 17:26:03.000000,IN,Agriculture and Food Production,,,"allindiaminerals.com zoominfo.com/c/all-india-minerals/470618608 All India Minerals is India's largest manufacturer of Washed Sand and Graded Silica Sand, established in 1969. The company employs advanced technologies and strict quality controls to produce high-quality silica sand for various indust"
thegentlemen,Amata,2026-02-26 16:13:19.000000,TH,Manufacturing,,,"amata.com zoominfo.com/c/amata-corporation-public-company-ltd/2754121 Amata Corporation PCL. is a leading industrial estate developer in Southeast Asia, providing full-service industrial parks for global manufacturing companies. They focus on creating sustainable and innovative industrial environmen"
thegentlemen,Sando Tech,2026-02-26 14:12:34.000000,US,Not Found,,,"sando.co.jp datanyze.com/companies/sando-tech/539005226 SANDO TECH, Inc. specializes in the development, design, manufacturing, and sales of machinery. The company offers a range of products including testing machines, repair services, and consumable parts orders. Their intended clients include busi"
thegentlemen,OCEANIST ENGINEERING,2026-02-25 12:39:07.000000,IN,Manufacturing,,,"oceanist.com.tr zoominfo.com/c/oceanist-engineering/437571327 Oceanist Engineering Ltd. is a supplier of ship equipment based in Istanbul, established in 2001. The company specializes in the development, promotion, and distribution of high-quality solutions for the Marine Offshore and Onshore indust"
thegentlemen,Wachendorff,2026-02-24 18:40:41.000000,DE,Manufacturing,,,"wachendorff.de zoominfo.com/c/wachendorff-gebäude/368536587 Wachendorff Unternehmensgruppe specializes in the development and manufacturing of encoders and measurement systems, providing reliable solutions for rotary and linear measurement tasks. They also offer industrial electronics and automatio"
thegentlemen,Dos,2026-02-24 18:08:41.000000,TH,Not Found,,,"dos.co.th thammasorn.co.th zoominfo.com/c/dos-corp/448308416 DOS Life specializes in water management solutions, offering a range of products including water storage tanks, wastewater treatment systems, and various water-related equipment. Their services cater to both residential and industrial clie"
thegentlemen,Industrias Iberia,2026-02-24 17:57:19.000000,ES,Manufacturing,,,"industriasiberia.com zoominfo.com/c/industrias-iberia/371428987 Industrias Iberia is a food production company that takes food safety seriously. They work hard to make sure every food product they create and sell meets the highest safety standards. From processing to packaging, the team checks each "
thegentlemen,Pollo Cibao,2026-02-17 13:49:02.000000,DO,Agriculture and Food Production,,,"pollocibao.com zoominfo.com/c/pollo-cibao/430156004 Pollo Cibao is a company engaged in the production, incubation, raising, fattening, processing of poultry, and manufacturing of animal feed. Founded over 20 years ago in the Dominican Republic, it employs more than 1,800 direct employees and around"
thegentlemen,Oceania Gas Chemicals & Related Products,2026-02-15 15:21:59.000000,,Energy,,,"oceaniagas.com zoominfo.com/c/oceania-gas-ltd/414947891 Oceania Gas specializes in providing a wide range of gases including medical gases, industrial gases, and various gas mixtures. They offer an extensive selection of welding equipment, safety PPE, refrigerants, and tools for diverse applications"
thegentlemen,Global Group,2026-02-15 15:15:48.000000,IN,Not Found,,,"globalgroup.co.in zoominfo.com/c/global-group/437399408 Global Group is a leading construction and real estate company based in Pune, specializing in industrial development and turnkey solutions. With over 15 years of experience, they offer services such as Industrial Park Development, Built-to-Suit"
thegentlemen,Smart Glass,2026-02-13 16:13:12.000000,,Technology,,,"smartglassco.com zoominfo.com/c/smart-glass/348631137 Smart Glass specializes in innovative glass processing technology and operates a state-of-the-art factory located in El Fayoum, Egypt. Their facility spans 40,000 square meters and is equipped with the latest advanced equipment from leading manuf"
thegentlemen,Yash Highvoltage Insulators Pvt,2026-02-13 16:01:39.000000,IN,Manufacturing,,,"yashhv.com zoominfo.com/c/yash-highvoltage-insulators-pvt-ltd/536504217 Yash Highvoltage Ltd. is a leading Indian manufacturer specializing in advanced high voltage and high current transformer bushing solutions, with a global presence and over 40,000 product installations. The company offers a rang"
thegentlemen,Clark Foam Products,2026-02-11 20:35:49.000000,US,Manufacturing,,,"clarkfoam.net zoominfo.com/c/clark-foam-products-corp/25809475 Clark Foam Products is a specialized foam fabricator with over five decades of experience serving various industries, including aerospace, automotive, medical, and packaging. They offer a diverse range of high-quality foam products such "
thegentlemen,NFT Technology,2026-02-10 15:31:05.000000,TW,Technology,,,"nft.com.tw zoominfo.com/c/nft-technology-co-ltd/447009402 NFT Technology Co Ltd is a company that operates in the Chemicals & Related Products industry. It employs 250to499 people and has 50Mto100M of revenue. The company is headquartered in Gangshan Dist., Kaohsiung City, Taiwan."
thegentlemen,Smartply Europe,2026-02-10 15:10:43.000000,IE,Manufacturing,,,"smartply.com zoominfo.com/c/smartply-europe-ltd/1148020571 MEDITE SMARTPLY is a leading manufacturer of sustainable timber construction panels, recognized for its award-winning brands MEDITE and SMARTPLY. The company offers a range of engineered products including moisture resistant and flame retard"
thegentlemen,Novetex Textiles,2026-02-06 18:44:19.000000,HK,Manufacturing,,,"novetex.com zoominfo.com/c/novetex-textiles-ltd/105432365 Established in 1976 and part of the Novel Group, Novetex Textiles Limited is a leader in the textile industry, specializing in sustainable fiber and yarn development. The company excels in creating high-quality yarns and fashion collections t"
thegentlemen,CPQ Ingenieros,2026-02-06 18:37:08.000000,ES,Not Found,,,"cpqingenieros.com zoominfo.com/c/cpq-ingenieros/404026171 specializes in the design of process plants across various sectors including chemical, pharmaceutical, biotechnological, food, and cosmetic industries. Their services encompass basic processes, detailed engineering, project management, constr"
thegentlemen,Nishiyama Seisakusho,2026-02-06 17:43:48.000000,JP,Not Found,,,"nishiyama-ss.co.jp zoominfo.com/c/nishiyama-seisakusho-co-ltd/482975122 Nishiyama Seisakusho Co., Ltd. specializes in the production of precision machinery and components, particularly focusing on high-quality manufacturing since its establishment in 1949. The company offers a range of products incl"
thegentlemen,Silvi SRL,2026-02-06 17:26:44.000000,IT,Not Found,,,"silvi.it Silvi SRL, established in 1990, specializes in advanced industrial automation solutions, offering a range of products including palletizing systems, depalletizing systems, and special machines. The company serves various sectors such as metal packaging, pet food, automotive, chemical and ph"
thegentlemen,Wieson Technologies,2026-02-02 00:00:00.000000,TW,Technology,,,"www.wieson.com https://www.zoominfo.com/c/wieson-technologies-co-ltd/128565406 Wieson Technologies specializes in the design and manufacturing of connectors and cable assemblies, with a focus on super high-speed technology and wireless communications. Their product range includes interconnect compon"
thegentlemen,Nobel Hygiene Pvt,2026-01-31 20:53:44.000000,IN,Manufacturing,,,"www.nobelhygiene.com https://www.zoominfo.com/c/nobel-hygiene-pvt-ltd/348701217 Nobel Hygiene is a leading manufacturer of disposable hygiene products in India, specializing in adult and baby diapers, as well as women's hygiene products. With over 20 years of experience, the company serves more than"
thegentlemen,Handsome Manufacturing,2026-01-31 20:50:18.000000,,Manufacturing,,,"www.handsomegroup.com https://www.zoominfo.com/c/handsome-manufacturing-company-ltd/348223586 HANDSOME was established in 1968 in Hong Kong, with expertise in manufacturing OEM plastic items like toys and gifts. Handsome Industrial Company, Limited is a veteran OEM manufacturer that operates as a cr"
thegentlemen,Gady Family,2026-01-25 00:00:00.000000,AT,Not Found,,,"gady.at zoominfo.com/c/gady-family/431055072 Gady Family is a prominent automotive and agricultural machinery dealer in southeastern Austria, offering a wide range of new and used vehicles including brands like BMW, MINI, Opel, and Toyota. The company also specializes in agricultural machinery and p"
thegentlemen,SASI JSC,2026-01-20 19:06:02.000000,VN,Not Found,,,"sasi.vn - SASI (Saigon Auto Supporting Industry JSC) is a Vietnamese industrial manufacturing company operating via the domain sasi.vn, focused on large-scale OEM production.SASI is a long-established manufacturer, founded in the 1970s, with production facilities located in Ho Chi Minh City (Cu Chi "
thegentlemen,WRP Asia Pacific Sdn Bhd,2026-01-20 17:52:08.000000,MY,Manufacturing,,,"www.wrpworld.com https://www.zoominfo.com/c/wrp-asia-pacific-sdn-bhd/346914589 WRP is one of the world's leading manufacturing and distributing groups producing premium quality gloves for the medical, dental, food and critical environment market. Headquartered in Malaysia, WRP's manufacturing facili"
thegentlemen,Magen Eco Energy,2026-01-20 17:51:03.000000,IL,Energy,,,"www.magen-ecoenergy.com https://www.zoominfo.com/c/magen-eco-energy/346848999 MAGEN eco-ENERGY, an Israeli-based global manufacturer of renewable energy solutions, is the parent company of the Magen International Group. In the nearly forty years since the company was founded, MAGEN eco-ENERGY has gr"
thegentlemen,Orlík Compressors,2026-01-20 17:47:03.000000,CZ,Manufacturing,,,"www.orlik.cz https://www.zoominfo.com/c/orli%CC%81k-compressors/399403693 Orlik specializes in the production and sale of compressors and related accessories, offering a range of piston, screw, and spiral compressors, as well as dryers and pneumatic tools. Their products are designed for industrial "
thegentlemen,PAO HWA TRADING LTD,2026-01-19 21:08:01.000000,TW,Not Found,,,"https://www.paohwa.com/ PAO HWA TRADING CO., LTD is a leading Taiwanese importer and distributor of comprehensive cutting tools for industries including automotive, aerospace, electronics, and mold manufacturing. The company serves as a general agent for brands such as Japan's KYOCERA and a distribu"
thegentlemen,Real Tech,2026-01-11 18:01:31.000000,CA,Not Found,,,https://www.realtech-eg.com Real Tech for the manufacture of electrical and household appliances. A leading company in the manufacture of electrical and household appliances. Real Tech was established in Egypt in 2010 with the help of young people with a high level of technical experience and the hi
thegentlemen,Wamtechnik,2026-01-07 11:33:34.000000,PL,Technology,,,"www.wamtechnik.pl https://www.zoominfo.com/c/wamtechnik-ltd/398138337  Wamtechnik specializes in the production and distribution of batteries and accumulator packs, focusing on lithium-ion technology and other battery types for industrial applications. The company offers tailored battery solutions a"
thegentlemen,Röben Tonbaustoffe GmbH,2026-01-02 16:22:12.443111,DE,Manufacturing,,,"https://www.roeben.com https://www.zoominfo.com/c/ro%CC%88ben/430636767 Röben specializes in building ceramics, offering a wide range of products including roofing tiles, clinker bricks, and ceramic floor tiles. The company serves architects, contractors, and homeowners, providing not only products "
thegentlemen,Usina Sao Jose Do Pinheiro,2025-12-24 09:21:23.000000,BR,Agriculture and Food Production,,,"www.usjp.com.br https://www.zoominfo.com/c/usina-sao-jose-do-pinheiro/465258703 Located in the municipality of Laranjeiras, Sergipe State, the São José do Pinheiro Sugar Mill is a century-old company that provides excellent service in the commercialization and manufacture of sugar, alcohol, molasses"
thegentlemen,Dongguan HYX Industrial,2025-12-08 00:00:00.000000,CN,Manufacturing,,,"https://en.hoyxn.com https://hyx.manufacturer.globalsources.com/homepage_6008838389834.htm https://www.facebook.com/Cables.Speakers/ https://freshdi.com/supplier/Dongguan-HYX-Industrial-Co-Ltd--DblXWk 25+ Years of Manufacturing Experience Founded in 1998, HYX (Dongguan HYX Industrial Co., Ltd.) is a"
thegentlemen,Everbiz Industrial Co. Ltd.,2025-11-29 00:35:37.000000,TW,Not Found,,,"www.everbiz.com.tw https://www.zoominfo.com/c/everbiz-industrial-co-ltd/456233474 Since that time, we have manufactured thousands of assemblies for a wide variety of industrial. Many biggest 1000 companies have come to rely on our unique process to fulfill their requirements. This diverse manufactur"
thegentlemen,Talarico,2025-11-24 16:06:22.000000,IT,Not Found,,,www.talaricosrl.it https://www.zoominfo.com/c/talarico-srl/533118720  Talarico SRL has 30 years of experience in thermohydraulics and technological systems. The company boasts a well-stocked retail sales counter and has completed large industrial installations. Its extensive showroom features the be
thegentlemen,A***-****.com,2025-11-17 10:59:02.000000,,Not Found,,,🇨🇳 Semiconductor industry
thegentlemen,************.com,2025-11-16 23:35:28.000000,,Not Found,,,🇨🇳 Semiconductor industry
thegentlemen,Astra Otoparts / PT. Inti Ganda Perdana,2025-10-03 19:01:03.000000,ID,Manufacturing,,,Stock Symbol AUTO.JK www.astra-otoparts.com http://www.igpgroup.astra.co.id https://www.zoominfo.com/c/pt-astra-otoparts-tbk/344291036 https://rocketreach.co/pt-inti-ganda-perdana-profile_b5c1ba2ff42e08d3 20 billion USD revenue. Astra Otoparts is an Indonesia-based manufacturing company. The Company
thegentlemen,Proplastics,2025-09-09 16:03:13.748488,ZW,Manufacturing,,,"www.proplastics.co.zw , https://www.zoominfo.com/c/proplastics-ltd/395663229 Proplastics is a leading supplier of world class plastic pipe systems for water and sewer reticulation to SouthernAfrica. Established in 1965, Proplastics has 50 years of experience in the industry and has grown and evolved"
thegentlemen,Dolidol,2025-09-09 15:53:18.978683,MA,Not Found,,,"www.dolidol.ma , https://www.zoominfo.com/c/dolidol/426056693 Established in 1972, Dolidol is one of the oldest mattress manufacturers in Morocco and a leading player in thghout Morocco, perceived as being higher-end with better quality products. Dolidol manufactures and sells polyurethane foam, mat"
thegentlemen,LOCATION PEINTURES PRESTATIONS (LPP),2025-09-04 23:14:13.000000,FR,Not Found,,,"Créée en 1991, la société LOCATION PEINTURES PRESTATIONS (LPP) est une société française dont le siège social est situé en Ile-de-France, au cœur de l'Essonne. Initialement spécialisée dans la peinture anti-corrosion et autres prestations, LPP s'est professionnalisée dans la conception, la fabricati"
thegentlemen,Saelen/Heizomat,2025-09-01 20:50:43.000000,FR,Manufacturing,,,"www.saelen.fr www.saelen-energie.fr https://www.zoominfo.com/c/saelen/457994561 https://www.zoominfo.com/c/heizomat-france---saelen-energie/476105707 Découvrez les broyeurs de branches et de végétaux Saelen. Demandez une démonstration et découvrez les broyeurs Eliet, les tondeuses Walker et Wessex, "
thegentlemen,Hydrometrics,2025-08-25 00:00:00.000000,US,Manufacturing,,,"www.hydrometrics.com https://www.zoominfo.com/c/hydrometrics-inc/18513967 Hydrometrics, Inc. is a Montana-based company that offers professional scientific and engineering services to industrial, commercial, municipal, and private sectors throughout the United States. With over 40 years of experienc"
thegentlemen,"Narumi (Thailand) Co.,Ltd.",2025-08-19 09:28:17.000000,TH,Manufacturing,,,"NARUMI (THAILAND) CO., LTD. is a subsidiary of Narumi Goukin Manufacturing Co., Ltd. of Japan, established in June 2010 and located in the WHA Eastern Seaboard Industrial Estate, Rayong, Thailand. The company specializes in the manufacturing of plastic automotive components such as door handles, tai"
thegentlemen,Laboratorio Clinico Santa Rita,2025-08-14 19:44:18.000000,CR,Healthcare,,,"Santa Rita Laboratorios offers a wide range of medical laboratory services, including hematology, immunology, microbiology, and molecular biology. The company is committed to preserving health through accurate diagnostics and operates with state-of-the-art technology and high-resolution equipment. T"
thegentlemen,AB Mauri Private,2025-07-05 03:16:51.000000,IN,Manufacturing,,,"www.abmauri.in https://www.zoominfo.com/c/a-b-mauri-india-private-ltd/1131488896 A B Mauri India Private Ltd is a company that operates in the Food & Beverage industry. It employs 100to249 people and has 25Mto50M of revenue. The company is headquartered in Ernakulam North, Kerala, India. Daughter co"
thegentlemen,JN Aceros,2025-06-30 20:38:44.000000,CO,Manufacturing,,,"www.jnaceros.com.pe, https://www.zoominfo.com/c/jn-aceros/455686474, JN Aceros is a company that operates in the HR & Staffing industry. It employs 50to99 people and has 100MMto250M of revenue. The company is headquartered in San Luis, Lima region, Peru."
thegentlemen,Cremona Inoxidable,2025-06-27 00:35:06.000000,AR,Manufacturing,,,"www.creminox.com , https://www.zoominfo.com/c/cremona-inoxidable-sa/359162083 Cremona Inoxidable S.A. specializes in manufacturing equipment and systems for the food industry, particularly focusing on products for the processing lines of meat and sausages. Their offerings include multiple molding sy"
thegentlemen,Kuwait Portland Cement,2025-06-27 00:10:59.000000,KW,Manufacturing,,,"www.portlandkw.co , https://www.zoominfo.com/c/kuwait-portland-cement-co/372134369 Stock Symbol = PCEM Kuwait Portland Cement Company specializes in the trading, importing, and exporting of various types of bulk cement and its packaging. The company is involved in establishing and managing warehouse"
thegentlemen,"JIEI (Thailand) Co., Ltd",2025-06-24 00:00:00.000000,TH,Not Found,,,"https://jieithai.com JIEI (Thailand) Co., Ltd. was founded in November 2011 as a member company of the Kasei Kogyo Co., Ltd. group. Active in business since 1966, the Kasei Kogyo group, with a core focus on rubber extrusion for automobile use, has arrived at the present together with the development"
thegentlemen,Ophtazon,2025-02-19 00:00:00.000000,FR,Not Found,,,"https://www.zoominfo.com/c/ophtazon/457685589 https://www.ophtazon.com OPHTAZON, the first medical equipment platform dedicated to ophthalmology, links doctors or clinics wishing to sell their equipment with potential buyers whatever the equipment put up for sale or the geographical situation of the"
thegentlemen,Flavor Producers,2025-02-19 00:00:00.000000,US,Agriculture and Food Production,,,"https://flavorproducers.com/ https://www.zoominfo.com/c/flavor-producers-inc/23530808 Flavor Producers is a leading manufacturer specializing in organic, natural, and plant-based flavors and extracts. The company focuses on creating new taste experiences tailored for food, nutrition, and beverage ap"
thegentlemen,HSR Specialist Researchers,2025-02-19 00:00:00.000000,GB,Not Found,,,"hsr.specialistresearchers.com.br https://www.zoominfo.com/c/hsr-specialist-researchers/372422527 HSR Specialist Researchers is the largest independent market research company in Brazil, offering specialized research services across various sectors including automotive, education, finance, healthcare"
thegentlemen,BioNet-Asia,2025-02-19 00:00:00.000000,TH,Healthcare,,,"https://bionet-asia.com/ https://www.zoominfo.com/c/bionet-asia-co-ltd/346273011 BioNet is a vaccine manufacturer focused on developing recombinant and mRNA vaccines to combat respiratory diseases and other public health challenges globally. With over 25 years of experience, BioNet has successfully "
thegentlemen,Hart,2025-02-19 00:00:00.000000,,Not Found,,,"https://hartphp.com.pl https://www.zoominfo.com/c/hart-sp-zoo/469629635 HART was founded in 1990 specialize in the wholesale of parts and accessories for passenger cars, vans and motorcycles, also offering workshop equipment and electric scooters. In addition to goods from renowned suppliers, HART a"
thegentlemen,Hog Slat,2025-02-19 00:00:00.000000,US,Manufacturing,,,"https://www.zoominfo.com/c/hog-slat-inc/48483868 https://www.zoominfo.com/c/hog-slat-inc/406568064 Hog Slat, Inc. is the largest contractor and producer of equipment for hog farmers in the United States, employing approximately 1,000 direct employees and an additional 1,400 subcontractors for constr"
thegentlemen,Abatix,2025-02-19 00:00:00.000000,US,Manufacturing,,,"https://www.zoominfo.com/c/abatix-corp/99255 www.abatix.com Foundeded in 1983, Abatix is a supplier of products for the general construction, industrial safety, petrochemical, energy, environmental, hospital, fire and water restoration, and disaster response industries supporting customers across th"
thegentlemen,PT Pupuk Iskandar Muda,2024-04-03 00:00:00.000000,ID,Manufacturing,,,"www.pim.co.id https://www.zoominfo.com/c/pt-pupuk-iskandar-muda/372769605 PT Pupuk Iskandar Muda is a chemical manufacturing company based in Lhokseumawe, Aceh. As a subsidiary of PT PIHC, they focus on producing two key agricultural products: urea and ammonia fertilizers. Their factory helps farmer"
akira,Alva Manufacturing,2026-04-21 00:00:00.000000,,Manufacturing,,,"Alva Manufacturing specializes in CNC precision machining, focusi
ng on milling and multi-axis turning for high-tech industries suc
h as defense and space. They utilize state-of-the-art automated m
achining centers and advanced measuring technology, including Hex
agon CMM and Keyence systems.

We wi"
akira,Fletcher Chrysler Products,2026-04-15 00:00:00.000000,,Manufacturing,,,"Fletcher Chrysler Dodge Jeep Ram is a dealership located in Frank
lin, IN, offering a wide selection of new and used Chrysler, Dodg
e, Jeep, and Ram vehicles. They serve clients in Franklin, Indian
apolis, Shelbyville, and surrounding areas, providing assistance 
in vehicle purchasing, financing opt"
akira,INDESMALLA,2026-04-14 00:00:00.000000,AR,Manufacturing,,,"Indesmalla is a family business with two production plants, one w
ith raschel machines and the other with Ketten machines. It produ
ces knitted weft (circular) fabric and knitted and finished weft 
fabrics in different weights, draws and elasticity.

We will upload corporate data soon. Personal data"
akira,Newman & Marquez,2026-04-09 00:00:00.000000,,Not Found,,,"Sehlmann Fensterbau GmbH specializes in wooden and wood-metal win
dows in the Hamburg metropolitan area. They offer optimal window 
solutions for innovative new constructions and stylish renovation
s, providing services from consultation and planning to productio
n and installation.

We will upload "
akira,Sehlmann Fensterbau,2026-04-09 00:00:00.000000,DE,Manufacturing,,,"Sehlmann Fensterbau GmbH specializes in wooden and wood-metal win
dows in the Hamburg metropolitan area. They offer optimal window 
solutions for innovative new constructions and stylish renovation
s, providing services from consultation and planning to productio
n and installation.

We will upload "
akira,Shingle & Gibb Automation,2026-04-09 00:00:00.000000,,Manufacturing,,,"Shingle & Gibb Automation follows a time-honored commitment of pr
oviding the finest Industrial Automation & Networking, Motion Con
trol, Machine Safety and Power Transmission products from world l
eading manufacturers, including Siemens, Banner Engineering, Turc
k and Rittal.

We will upload 25gb o"
akira,Adrian Jules,2026-04-07 00:00:00.000000,,Not Found,,,"Adrian Jules Ltd. specializes in the design, manufacturing, and w
holesaling of custom clothing made in America, focusing on bespok
e garments crafted by hand. The company offers a range of men's c
lothing styles and provides a private label service for those loo
king to create their own luxury clot"
akira,Gauthier Connectique,2026-04-06 00:00:00.000000,FR,Manufacturing,,,"Gauthier Connectique makes specialized connectors for both civili
an and military aircraft. They're experts at creating precise con
nection parts that keep planes safely linked together.

We will upload 42gb of corporate data soon. Employee scanned docs
(passport, DLs and so on), drawings and specif"
akira,Aqua-Serv© Engineers,2026-04-06 00:00:00.000000,,Business Services,,,"Aqua-Serv Engineers, Inc. is one of the largest independent regio
nal industrial water treatment companies in the United States, he
adquartered in Fontana, California. They provide a wide range of 
water treatment products and services to various industries, incl
uding healthcare, government, food a"
akira,"American Vintage Home, Briggs Plumbing Products, Genco Manufacturing, American Vintage Hom...",2026-04-03 00:00:00.000000,US,Manufacturing,,,"We obtained about 11gb of data of the following companies:

American Vintage Home specializes in heating, air conditioning, a
nd plumbing services tailored for vintage homes in the Chicago No
rth Shore area. Their expert technicians focus on preserving the 
charm of older homes while providing moder"
akira,Woodland Trade,2026-04-03 00:00:00.000000,US,Not Found,,,"Woodland Trade Company is a full-service tool design and manufact
uring firm based in Tacoma, Washington, specializing in tool desi
gn and fabrication using composites, metals, and 3D printed hardw
are. The company serves a diverse range of industries including a
erospace, automotive, marine, medica"
akira,Serap,2026-04-02 00:00:00.000000,FR,Not Found,,,"SERAP is an independent company and opened up its capital to empl
oyees on a voluntary basis. Today more than 90% of SERAP employee
s are company shareholders. SERAP operates an ambitious developme
nt strategy on every continent and is currently the 1st largest w
orld manufacturer of on-farm milk co"
